[00:00:03] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=-82, y=100, z=-492} gt{x=-81, y=100, z=-492}
[17:59:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=63, z=4149} gt{x=2748, y=66, z=4148}
[18:00:20] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2747, y=62, z=4156} gt{x=2748, y=62, z=4157}
[18:02:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2733, y=67, z=4150} gt{x=2733, y=66, z=4150}
[18:02:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2742, y=64, z=4148} gt{x=2740, y=67, z=4147}
[18:02:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2742, y=64, z=4148} gt{x=2740, y=67, z=4147}
[18:03:09] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2734, y=71, z=4142} gt{x=2734, y=70, z=4141}
[18:03:21] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2742, y=69, z=4145} gt{x=2741, y=69, z=4145}
[18:03:21] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2742, y=69, z=4145} gt{x=2741, y=69, z=4145}
[18:03:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2747, y=65, z=4147} gt{x=2746, y=64, z=4147}
[18:03:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=70, z=4140} gt{x=2746, y=71, z=4140}
[18:03:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2746, y=70, z=4140} gt{x=2746, y=71, z=4140}
[18:04:10] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=65, z=4139} gt{x=2759, y=65, z=4139}
[18:04:18] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=65, z=4144} gt{x=2760, y=64, z=4145}
[18:04:19] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=64, z=4146} gt{x=2760, y=65, z=4147}
[18:04:19] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=64, z=4146} gt{x=2760, y=66, z=4146}
[18:04:19] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=64, z=4146} gt{x=2760, y=66, z=4146}
[18:04:23] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2755, y=64, z=4147} gt{x=2756, y=64, z=4147}
[18:04:50] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2757, y=65, z=4140} gt{x=2745, y=71, z=4142}
[18:04:51] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2757, y=65, z=4140} gt{x=2745, y=72, z=4140}
[18:05:20] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2757, y=69, z=4138} gt{x=2760, y=66, z=4138}
[18:06:51] [Server thread/INFO]: hayatohayato has made the advancement [Who is Cutting Onions?]
[18:06:54] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2803, y=73, z=4003} gt{x=2803, y=73, z=4002}
[18:15:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=66, z=4157} gt{x=2720, y=64, z=4157}
[18:15:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=66, z=4157} gt{x=2720, y=65, z=4158}
[18:15:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=66, z=4157} gt{x=2720, y=65, z=4158}
[18:15:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=66, z=4157} gt{x=2720, y=65, z=4158}
[18:15:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=66, z=4157} gt{x=2720, y=65, z=4158}
[18:15:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=66, z=4157} gt{x=2720, y=65, z=4158}
[18:15:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=66, z=4157} gt{x=2720, y=65, z=4158}
[18:16:07] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2716, y=67, z=4152} gt{x=2716, y=66, z=4153}
[18:16:23] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=65, z=4151} gt{x=2719, y=65, z=4150}
[18:16:23] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=65, z=4151} gt{x=2719, y=65, z=4150}
[18:16:23] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=65, z=4151} gt{x=2719, y=65, z=4150}
[18:16:24] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=63, z=4147} gt{x=2720, y=63, z=4148}
[18:16:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=63, z=4147} gt{x=2720, y=63, z=4148}
[18:16:25] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2720, y=63, z=4147} gt{x=2720, y=63, z=4148}
[18:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=62, z=4146} gt{x=2718, y=62, z=4147}
[18:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=62, z=4146} gt{x=2718, y=62, z=4147}
[18:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=62, z=4146} gt{x=2718, y=62, z=4147}
[18:16:29] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=62, z=4146} gt{x=2717, y=63, z=4147}
[18:16:29] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2718, y=62, z=4146} gt{x=2717, y=63, z=4147}
[18:16:52] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2724, y=68, z=4139} gt{x=2725, y=68, z=4137}
[18:16:52] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2724, y=68, z=4139} gt{x=2725, y=68, z=4137}
[18:17:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2729, y=69, z=4136} gt{x=2730, y=72, z=4135}
[18:17:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2729, y=69, z=4136} gt{x=2730, y=72, z=4135}
[18:17:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2729, y=69, z=4136} gt{x=2730, y=72, z=4135}
[18:17:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2729, y=69, z=4136} gt{x=2730, y=72, z=4135}
[18:17:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2729, y=69, z=4136} gt{x=2730, y=72, z=4135}
[18:17:34] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2728, y=74, z=4131} gt{x=2728, y=73, z=4132}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2732, y=76, z=4131} gt{x=2730, y=75, z=4133}
[18:17:43] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2733, y=75, z=4131} gt{x=2732, y=76, z=4129}
[18:17:43] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2733, y=75, z=4131} gt{x=2732, y=76, z=4129}
[18:17:49] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2736, y=77, z=4128} gt{x=2736, y=76, z=4127}
[18:17:51] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2735, y=77, z=4130} gt{x=2735, y=77, z=4129}
[18:17:52] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2733, y=76, z=4130} gt{x=2734, y=76, z=4129}
[18:18:24] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2744, y=77, z=4132} gt{x=2744, y=78, z=4130}
[18:18:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2739, y=78, z=4133} gt{x=2740, y=77, z=4133}
[18:18:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2739, y=78, z=4133} gt{x=2740, y=77, z=4133}
[18:18:41] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2734, y=77, z=4137} gt{x=2734, y=76, z=4136}
[18:18:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2735, y=74, z=4140} gt{x=2734, y=74, z=4139}
[18:18:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2736, y=75, z=4140} gt{x=2735, y=74, z=4140}
[18:18:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2736, y=75, z=4140} gt{x=2735, y=74, z=4140}
[18:18:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2736, y=75, z=4140} gt{x=2735, y=74, z=4140}
[18:19:06] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2736, y=71, z=4141} gt{x=2738, y=62, z=4152}
[18:20:12] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2724, y=65, z=4154} gt{x=2721, y=63, z=4147}
[18:20:13] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2724, y=65, z=4154} gt{x=2721, y=63, z=4147}
[18:20:32] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2713, y=61, z=4144} gt{x=2713, y=61, z=4145}
[18:21:32] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2747, y=74, z=4133} gt{x=2745, y=76, z=4133}
[18:21:42] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2752, y=71, z=4135} gt{x=2751, y=71, z=4135}
[18:22:40] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2756, y=67, z=4109} gt{x=2758, y=66, z=4108}
[18:22:41] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2756, y=67, z=4109} gt{x=2755, y=67, z=4109}
[18:23:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=65, z=4107} gt{x=2761, y=65, z=4107}
[18:23:02] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=65, z=4107} gt{x=2761, y=65, z=4107}
[18:23:03] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2763, y=65, z=4110} gt{x=2762, y=64, z=4109}
[18:23:21] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2766, y=68, z=4105} gt{x=2766, y=66, z=4106}
[18:23:22] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2765, y=67, z=4107} gt{x=2764, y=67, z=4106}
[18:23:22] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2765, y=67, z=4107} gt{x=2764, y=67, z=4106}
[18:23:23] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2764, y=66, z=4106} gt{x=2765, y=67, z=4107}
[18:24:29] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2776, y=66, z=4101} gt{x=2774, y=66, z=4101}
[18:24:56] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2753, y=67, z=4111} gt{x=2755, y=66, z=4112}
[18:24:56] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2753, y=67, z=4111} gt{x=2755, y=66, z=4112}
[18:25:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2753, y=69, z=4131} gt{x=2751, y=73, z=4130}
[18:25:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2753, y=69, z=4131} gt{x=2751, y=73, z=4130}
[18:25:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2753, y=69, z=4131} gt{x=2751, y=73, z=4130}
[18:25:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2753, y=69, z=4131} gt{x=2751, y=73, z=4130}
[18:25:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2753, y=69, z=4131} gt{x=2751, y=73, z=4130}
[18:25:39] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2751, y=73, z=4128} gt{x=2750, y=73, z=4127}
[18:51:00] [Server thread/INFO]: tenpensizimi was slain by Piglin Brute
[18:54:23] [Server thread/INFO]: tenpensizimi was slain by Piglin Brute
[19:03:42] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2614ms or 52 ticks behind
[19:14:11] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2738, y=83, z=4136} gt{x=2739, y=84, z=4136}
[19:14:11] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2738, y=83, z=4136} gt{x=2739, y=84, z=4136}
[19:14:54] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2744, y=78, z=4142} gt{x=2742, y=77, z=4141}
[19:14:55] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2744, y=79, z=4142} gt{x=2745, y=78, z=4142}
[19:15:33] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2750, y=76, z=4133} gt{x=2750, y=75, z=4133}
[19:16:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2758, y=68, z=4119} gt{x=2755, y=71, z=4121}
[19:16:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=71, z=4133} gt{x=2766, y=72, z=4133}
[19:17:40] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2744, y=82, z=4139} gt{x=2741, y=72, z=4144}
[19:24:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2727, y=77, z=4138} gt{x=2724, y=70, z=4138}
[19:24:53] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2727, y=77, z=4138} gt{x=2724, y=70, z=4138}
[19:26:34] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2748, y=78, z=4120} gt{x=2748, y=70, z=4114}
[19:26:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2755, y=72, z=4116} gt{x=2755, y=73, z=4117}
[19:26:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2755, y=72, z=4116} gt{x=2755, y=73, z=4117}
[19:26:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2755, y=72, z=4116} gt{x=2755, y=73, z=4117}
[19:28:20] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2737, y=76, z=4144} gt{x=2737, y=75, z=4145}
[19:31:03] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[19:35:01] [Server thread/INFO]: tenpensizimi has reached the goal [Hired Help]
[19:36:06] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[19:41:09] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[19:44:55] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=69, z=4136} gt{x=2762, y=68, z=4136}
[19:46:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2727, y=74, z=4147} gt{x=2727, y=74, z=4146}
[19:46:15] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[19:46:43] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2739, y=77, z=4139} gt{x=2732, y=76, z=4127}
[19:46:43] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2739, y=77, z=4139} gt{x=2732, y=76, z=4127}
[19:47:00] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2744, y=75, z=4124} gt{x=2750, y=74, z=4121}
[19:49:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2741, y=76, z=4159} gt{x=2741, y=74, z=4160}
[19:49:44] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2741, y=76, z=4159} gt{x=2741, y=74, z=4160}
[19:51:20] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[19:56:25] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[20:01:35] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[20:06:38] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[20:06:57] [Server thread/WARN]: hayatohayato moved too quickly! 0.5063215632826541,-6.959360251961371,7.17830586188029
[20:06:57] [Server thread/WARN]: tenpensizimi moved too quickly! 10.23250715598384,0.0,-0.02231156940058554
[20:06:57] [Server thread/WARN]: Can't keep up! Is the server overloaded? Running 2013ms or 40 ticks behind
[20:08:13] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2723, y=70, z=4146} gt{x=2721, y=69, z=4149}
[20:08:13] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2723, y=70, z=4146} gt{x=2721, y=69, z=4149}
[20:08:56] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2760, y=66, z=4114} gt{x=2759, y=65, z=4114}
[20:08:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2761, y=64, z=4112} gt{x=2760, y=64, z=4112}
[20:08:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=65, z=4112} gt{x=2761, y=65, z=4113}
[20:08:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=65, z=4112} gt{x=2761, y=65, z=4113}
[20:08:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=65, z=4112} gt{x=2761, y=65, z=4113}
[20:08:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=65, z=4112} gt{x=2761, y=65, z=4113}
[20:08:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=65, z=4112} gt{x=2761, y=65, z=4113}
[20:08:57] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=65, z=4112} gt{x=2761, y=65, z=4113}
[20:09:29] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2762, y=68, z=4125} gt{x=2763, y=67, z=4126}
[20:09:34] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2759, y=67, z=4120} gt{x=2758, y=68, z=4120}
[20:10:59] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2772, y=64, z=4133} gt{x=2773, y=63, z=4133}
[20:10:59] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2772, y=61, z=4135} gt{x=2772, y=63, z=4133}
[20:11:10] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2774, y=65, z=4115} gt{x=2774, y=67, z=4117}
[20:11:10] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2774, y=65, z=4115} gt{x=2774, y=67, z=4117}
[20:11:10] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2774, y=65, z=4115} gt{x=2774, y=67, z=4117}
[20:11:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2771, y=67, z=4110} gt{x=2771, y=66, z=4111}
[20:11:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2771, y=67, z=4110} gt{x=2771, y=66, z=4111}
[20:11:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2771, y=67, z=4110} gt{x=2771, y=66, z=4111}
[20:11:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2771, y=67, z=4110} gt{x=2771, y=66, z=4111}
[20:12:05] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
[20:12:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2769, y=66, z=4120} gt{x=2769, y=66, z=4121}
[20:12:46] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2769, y=66, z=4120} gt{x=2769, y=66, z=4121}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:12:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2768, y=66, z=4118} gt{x=2769, y=66, z=4119}
[20:13:45] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2778, y=67, z=4115} gt{x=2778, y=65, z=4115}
[20:13:56] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2775, y=66, z=4118} gt{x=2776, y=66, z=4120}
[20:15:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2777, y=63, z=4130} gt{x=2777, y=62, z=4129}
[20:15:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2777, y=63, z=4130} gt{x=2777, y=62, z=4129}
[20:15:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2777, y=63, z=4130} gt{x=2777, y=62, z=4129}
[20:15:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2777, y=63, z=4130} gt{x=2777, y=62, z=4129}
[20:15:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2777, y=63, z=4130} gt{x=2777, y=62, z=4129}
[20:15:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2777, y=63, z=4130} gt{x=2777, y=62, z=4129}
[20:15:21] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2777, y=67, z=4126} gt{x=2776, y=66, z=4122}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:37] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=70, z=4101} gt{x=2784, y=69, z=4101}
[20:15:48] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2793, y=69, z=4103} gt{x=2792, y=68, z=4103}
[20:15:56] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2794, y=66, z=4118} gt{x=2794, y=67, z=4117}
[20:15:58] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2794, y=63, z=4121} gt{x=2794, y=64, z=4119}
[20:16:12] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=63, z=4124} gt{x=2788, y=64, z=4124}
[20:16:12] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=63, z=4124} gt{x=2788, y=64, z=4124}
[20:16:12] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=63, z=4124} gt{x=2788, y=64, z=4124}
[20:16:12] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=63, z=4124} gt{x=2788, y=64, z=4124}
[20:16:26] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2788, y=68, z=4120}
[20:16:27] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2788, y=67, z=4120} gt{x=2787, y=68, z=4119}
[20:16:33] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=66, z=4118} gt{x=2781, y=69, z=4118}
[20:16:33] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=66, z=4118} gt{x=2781, y=69, z=4118}
[20:16:33] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=66, z=4118} gt{x=2781, y=69, z=4118}
[20:16:34] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=66, z=4118} gt{x=2781, y=69, z=4118}
[20:16:34] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=66, z=4118} gt{x=2781, y=69, z=4118}
[20:16:34] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2783, y=66, z=4118} gt{x=2781, y=69, z=4118}
[20:16:35] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2778, y=66, z=4118} gt{x=2779, y=66, z=4118}
[20:16:49] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2786, y=69, z=4110} gt{x=2785, y=68, z=4110}
[20:17:04] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=68, z=4108} gt{x=2785, y=67, z=4107}
[20:17:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=67, z=4108} gt{x=2785, y=70, z=4110}
[20:17:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=67, z=4108} gt{x=2785, y=70, z=4110}
[20:17:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=67, z=4108} gt{x=2785, y=70, z=4110}
[20:17:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=67, z=4108} gt{x=2785, y=70, z=4110}
[20:17:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=67, z=4108} gt{x=2785, y=70, z=4110}
[20:17:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=67, z=4108} gt{x=2785, y=70, z=4110}
[20:17:08] [Server thread/WARN]: Mismatch in destroy block pos: gt{x=2784, y=67, z=4108} gt{x=2785, y=70, z=4110}
[20:17:11] [Server thread/INFO]: [hayatohayato: Set the weather to clear]
